"Awarding Agency:","Tender Package No:","Tender Type:","Contract Type:","Lot #:","Tender Description:","Approval Auth:","Justification:","Contract Date:","Delivery / Completion Date:","Contract Currency:","Contract Award Price:","Contract Awarded To:","Company Email:","Company Address:","Company Tel:","Supplier #:"
"Quality Control Company Limited","QCC/PM/PPA/V.1/43","-","Restricted Tender","1","","Entity Tender Committee","40 (1)a - Proprietary","24th July, 2015","24th October, 2015","Ghana Cedi","Gh¢121141.00","G & J TECHNICAL SERVICES LIMITED","","ENERGY HOUSE 2 43 RING ROAD WEST OBETSEBI CIRCLE-KORLE BU ROAD BOX KA30249 ACCRA","","-"
"Quality Control Company Limited","QCC/PM/PPA/V.1/42","-","Restricted Tender","1","","Entity Tender Committee","40 (1)a - Proprietary","24th July, 2015","24th October, 2015","Ghana Cedi","Gh¢85000.00","KENFRALIN COMPANY LIMITED","","P.O. KN 3245 KANESHIE-ACCRA","","-"
"Quality Control Company Limited","QCC/PM/PPA/V.1/40","-","Restricted Tender","1","","Entity Tender Committee","40 (1)a - Proprietary","24th July, 2015","24th October, 2015","Ghana Cedi","Gh¢13860000.00","ABP LIMITED","","P.O. BOX 7383 ACCRA-NORTH","","-"
"Quality Control Company Limited","QCC/PM/PPA/V.1/40","-","Restricted Tender","1","","Entity Tender Committee","40 (1)a - Proprietary","24th July, 2015","24th October, 2015","Ghana Cedi","Gh¢5188000.00","CHEMICALS AND MORE LIMITED","","P.O. BOX AM 88 AMASAMAN-ACCRA","","-"
"Quality Control Company Limited","QCC/PM/PPA/V.1/40","-","Restricted Tender","1","","Entity Tender Committee","40 (1)a - Proprietary","24th July, 2015","24th October, 2015","Ghana Cedi","Gh¢550000.00","AGROMONTI COMPANY LIMITED","","P.O. BOX K 498 KOTOBABI-ACCRA","","-"
"Quality Control Company Limited","QCC/PM/PPA/V.1/40","-","Restricted Tender","1","","Entity Tender Committee","40 (1)a - Proprietary","24th July, 2015","24th October, 2015","Ghana Cedi","Gh¢3580000.00","AGROMONTI COMPANY LIMITED","","P.O. BOX K 498 KOTOBABI-ACCRA","","-"
"Quality Control Company Limited","QCC/PM/PPA/V.1/40","-","Restricted Tender","1","","Entity Tender Committee","40 (1)a - Proprietary","24th July, 2015","24th October, 2015","Ghana Cedi","Gh¢14550000.00","LONKOTEH LIMITED","","P.O. BOX 373 ACCRA-NORTH","","-"
"National Board for Professional And Technical Examinations","GR/NBPTE/GD/0004/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)f - National Security","27th May, 2015","05th June, 2015","Ghana Cedi","Gh¢180538.75","Seal Prints Ltd","","Seal prints Limited Post Office Box 8200 Accra-North","","-"
"Controller And Accountant General Department","GR/CAGD/TS/0006/2014/06","-","Restricted Tender","1","","Entity Tender Committee","40 (1)a - Proprietary","17th March, 2015","12th May, 2015","Ghana Cedi","Gh¢790981.80","NETSOLUTIONS GHANA LIMITED","","PMB Plot #25, C20 Lashibi - ACCRA","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0004/15","-","Restricted Tender","1","","Entity Tender Committee","40 (1)a - Proprietary","11th May, 2015","06th July, 2015","Ghana Cedi","Gh¢3301522.59","NETSOLUTIONS GHANA LIMITED","","PMB Plot #25, C20 Lashibi - ACCRA","","-"
"National Health Insurance Authority","GR/NHIA/GD/004/15","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","08th July, 2015","10th July, 2015","Ghana Cedi","Gh¢65000.00","Jokwat Printing Press Limited","","P. O. Box 300, Kumase","","-"
"National Health Insurance Authority","GR/NHIA/CS/011/15","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","11th June, 2015","15th January, 2016","Ghana Cedi","Gh¢115919.63","M/s Rancard Solutions Limited","","No. 16 Ridge Road Roman Ridge","","-"
"National Health Insurance Authority","GR/NHIA/CS/010/15","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","18th June, 2015","20th June, 2016","Ghana Cedi","Gh¢174004.50","University of Professional Studies, Accra","","P. O. Box LG 149 Legon Accra","","-"
"National Health Insurance Authority","GR/NHIA/GD/063/15","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","06th July, 2015","06th August, 2015","Ghana Cedi","Gh¢288877.27","M/s Super Tech Limited (STL)","","P. O. Box 30408 KIA Accra","","-"
"National Health Insurance Authority","GR/NHIA/GD/025/15","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","08th July, 2015","11th September, 2015","Ghana Cedi","Gh¢1444000.00","Colour Planet Limited","","P. O. Box 332 AN","","-"
"National Health Insurance Authority","GR/NHIA/CS/02515","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","08th July, 2015","11th September, 2015","Ghana Cedi","Gh¢484500.00","M/s Jonaskey Limited","","P. O. Box KD 123 Tema","","-"
"National Health Insurance Authority","GR/NHIA/GD/025/15","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","08th July, 2015","11th September, 2015","Ghana Cedi","Gh¢484500.00","M/s Jokwat Printing Press","","","","-"
"National Health Insurance Authority","GR/NHIA/GD/025/15","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","08th July, 2015","11th September, 2015","Ghana Cedi","Gh¢484500.00","M/s Nonagon Limited","","P. O. Box KD 933 Kanda Accra","","-"
"National Health Insurance Authority","GR/NHIA/GD/025/15","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","08th July, 2015","11th September, 2015","Ghana Cedi","Gh¢484500.00","M/s Nonagon Limited","","P. O. Box KD 933 Kanda Accra","","-"
"Cape Coast Polytechnic","CC/82/X/9","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","30th April, 2015","28th December, 2015","Ghana Cedi","Gh¢979943.91","M/s Dolad Construction Works Limited","","P. O. Box 301 Kaneshie Accra","","-"
"Ministry of Local Government and Rural Development","MLGRD/SS/GDS/SSL/001/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","09th July, 2015","30th January, 2016","Ghana Cedi","Gh¢2700206.20","PREFOS LIMITED","","","","-"
"Ghana Civil Aviation Authority","ACA/68/VOL. 6/136","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","12th June, 2015","01st September, 2015","Ghana Cedi","Gh¢131745.00","Es Security Systems Limited","","P. O. Box CT 57227 Cantonments  Accra","","-"
"Ghana Civil Aviation Authority","ACA/68/VOL. 6/7","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","12th June, 2015","01st September, 2015","Ghana Cedi","Gh¢406712.71","Modern Digital Electronics Limited","","P. O. Box KN 735 Kaneshie Accra","","-"
"Controller And Accountant General Department","GR/CAGD/TS/0006/14/03","-","Restricted Tender","1","","Entity Tender Committee","40 (1)a - Proprietary","17th March, 2015","12th May, 2015","Ghana Cedi","Gh¢71261.40","NETSOLUTIONS GHANA LIMITED","","PMB Plot #25, C20 Lashibi - ACCRA","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","VC/SS/01/2015/01","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","01st June, 2015","01st August, 2015","Ghana Cedi","Gh¢105200.00","Focus Four Company Limited","","","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","VC/SS/01/2015/02","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","01st July, 2015","01st August, 2015","Ghana Cedi","Gh¢188190.00","BENJOY ENTERPRISE","","","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","VC/SS/01/2015/03","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","09th January, 2015","03rd March, 2015","Ghana Cedi","Gh¢79194.50","JAMESWAY INCUBATOR COMPANY INCORPORATION","","","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","VC/SS/01/2015/04","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","20th January, 2015","10th March, 2015","Ghana Cedi","Gh¢96040.00","FOCUS ONE LIMITED","","","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0033/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","16th February, 2015","10th April, 2015","Ghana Cedi","Gh¢49292.32","MEDIZINE TECHNICAL SERVICES","","P.O.Box CT 5256, Cantonments-Accra.","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0029/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","13th April, 2015","13th May, 2015","Ghana Cedi","Gh¢99268.50","CUMMINS GHANA LIMITED","","P.O.Box WJ 773, Weija- Accra.","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0024/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","13th May, 2015","15th June, 2015","Ghana Cedi","Gh¢138061.45","Sollatek Electronics Limited","","P.O.Box 8693, Accra-North.","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0063/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","15th June, 2015","15th October, 2015","Ghana Cedi","Gh¢482568.80","2i SERVICES LIMITED","","P.O. BOX KN 152, KANASHIE, ACCRA.","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0049/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","09th June, 2015","09th August, 2015","Ghana Cedi","Gh¢390628.75","ROTSAM GHANA LIMITED","","P. O. BOX CO 3185 TEMA","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","VC/SS/07/2015/13","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","06th June, 2015","27th August, 2015","Ghana Cedi","Gh¢265896.00","ELESCA ENGINEERING LIMITED","","","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0052/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","06th July, 2015","28th August, 2015","Ghana Cedi","Gh¢59328.00","JAVA CITY COMPANY LIMITED","","P. O. Box 4648, Kumasi.","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0024/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","06th June, 2015","28th August, 2015","USA Dollar","$6311.38","ENVASERV RESEARCH CONSULT","","P.O.Box 3797, Accra.","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/0057/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","06th July, 2015","03rd September, 2015","USA Dollar","$132092.33","18th July Limited","","P. O. Box GP 3471, Accra","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/000059/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","27th July, 2015","22nd September, 2015","Ghana Cedi","Gh¢257611.70","ABE VENTURES LIMITED","","P.O.Box GP 3554, Accra.","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","VC/SS/07/2015/18","-","Restricted Tender","1","","ETC/PPA","40 (1)f - National Security","27th July, 2015","22nd September, 2015","Ghana Cedi","Gh¢257611.70","ABE VENTURES LIMITED","","P.O.Box GP 3554, Accra.","","-"
"Ghana Water Company Limited","GR/GWCL/GD/0022/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","31st March, 2015","30th April, 2015","Ghana Cedi","Gh¢45000.00","Razie Keysac Enterprise","","P. O. Box RY 616","","-"
"Ghana Water Company Limited","GR/GWCL/GD/0028/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","14th May, 2015","14th August, 2015","Ghana Cedi","Gh¢603065.16","Jual Group Ghana Limited","","P. O. Box NT 97 Accra New Town Accra","","-"
"Ghana Water Company Limited","GR/GWCL/GD/0051/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","31st March, 2015","30th May, 2015","Ghana Cedi","Gh¢85892.11","Teamwork Powerboats Limited","","P. O. Box 12670","","-"
"Ghana Water Company Limited","GR/GWCL/GD/0022/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","31st March, 2015","25th May, 2015","Ghana Cedi","Gh¢116500.00","A.J.I. Trading and Construction","","P. Box 577","","-"
"Ghana Standards Authority","GSA\LEG\102","-","Restricted Tender","1","","ETC/PPA","72 (5)(a) -Sole Eligible Consultant","10th June, 2015","30th September, 2016","Ghana Cedi","Gh¢800.00","Prof.Agyeman Badu Akosa and Prof.P.K Anim","","P.O.Box KB 771 Korle-Bu -Accra","","-"
"Office of the Regional Health Directorate - Volta Region","VRHD/WKS/2015/SS/04","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","13th April, 2015","30th June, 2015","Ghana Cedi","Gh¢68401.00","MESSRS QEDI ENTERPRISE LIMITED","","POST OFFICE BOX 766 NEAR CHRIST THE PRINCE SCHOOL COMPLEX HO","","-"
"Ministry of Finance","PID/PPP/COMMS/BGL/003","-","Restricted Tender","1","","ETC/PPA","72 (5) (b) - Consultant / Emergency (40) (1) (b)","01st June, 2015","04th January, 2016","Ghana Cedi","Gh¢155000.00","Bureau of National Languages","","P. O. Box GP 1851 Accra","","-"
"Ghana Prisons Service","GPS/RT002/2019","-","Restricted Tender","","Procurement of Assorted Medical Equipment for the Nsawam Medium Security Prison","ETC/PPA","38(b) – Time and Cost disproportionate of value of procurement","22nd January, 2019","28th October, 2019","Ghana Cedi","Gh¢226884.36","JOS EXPRESS COMPANY LIMITED","","","","-"
"National Health Insurance Authority","GR/NHIA/CS/021/15","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","10th July, 2015","02nd November, 2015","USA Dollar","$375000.00","Metro Star Ghana Limited","","P. O. Box 5151 Accra North Accra","","-"
"Ministry of Education","PA/101/355/01","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","26th June, 2015","26th September, 2016","Ghana Cedi","Gh¢30292000.00","Rlg Communications Limited","","Rlg Communications Limited Lokko Street, Osu Accra P. O. Box CT 6027 Cantonments Accra","","-"
"Ministry of Education","DAG 128/01","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","14th July, 2015","14th September, 2015","Ghana Cedi","Gh¢2924680.00","Cendlos and Its Media Partners","","P. O. Box 1627 Castle Road Osu Accra","","-"
"Ghana Institute of Journalism (GIJ)","GR/GIJ/WK/0001/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","09th June, 2015","30th October, 2015","Ghana Cedi","Gh¢3202561.49","Fabmon Limited","","P. O. Box CT 2144 Cantonments Accra","","-"
"Ministry of Power","GR/MoP","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","24th July, 2015","24th January, 2016","Ghana Cedi","Gh¢5068080.00","Messrs Lymarco Limited","","050-141411","","-"
"Quality Control Company Limited","QCC/PM/PPA/V.1/44","-","Restricted Tender","1","","Entity Tender Committee","40 (1)a - Proprietary","02nd July, 2015","02nd October, 2015","Ghana Cedi","Gh¢186026.00","Kemitech Ventures Limited","","P. O. boc CT3386, Cantonments, Accra","","-"
"University Of Cape Coast (UCC)","CR/UCC/FCMP/SS/03/15","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","12th October, 2015","12th December, 2015","Ghana Cedi","Gh¢218719.82","Computer House Technologies","","","","-"
"University Of Cape Coast (UCC)","CR/UCC/GD/0100/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","17th July, 2015","17th August, 2015","Ghana Cedi","Gh¢101182.88","Supreme Techno Security Limited","","P. O. PMB MD 180 ACCRA","","-"
"National Health Insurance Authority","GR/NHIA/CS/020/15","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","22nd September, 2015","22nd December, 2015","Ghana Cedi","Gh¢109849.50","Silky IT Production","","P. O. Box 18524 Accra","","-"
"National Health Insurance Authority","GR/NHIA/CS/022/15","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","30th September, 2015","01st October, 2018","USA Dollar","$22233735.00","M/S Supertech Limited (STL)","","P. O. Box 30408 Accra","","-"
"Grains And Legumes Development Board","GR/GLDB/GD/0003/2015","-","Restricted Tender","1","","Entity Tender Committee","40 (1)a - Proprietary","03rd August, 2015","06th November, 2015","Ghana Cedi","Gh¢6225.15","J. A. ADJEI ENTERPRISE","","P.O BOX 37 SPORTS-STADIUM KUMASI","","-"
"Ghana Meteorological Agency","GR/GMA/001/2015","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","27th October, 2015","02nd December, 2015","Euro","€6500.00","Messrs Vaisala","","Messrs Vaisala OYJ  Helsinki Finland","","-"
"Grains And Legumes Development Board","GR/GLDB/GD/0001/2015","-","Restricted Tender","1","","Entity Tender Committee","40 (1)a - Proprietary","08th March, 2015","11th June, 2015","Ghana Cedi","Gh¢29158.00","SEFA AND JANE AGRO-CHEMICALS LTD","","P.O. BOX BP 342, BOHYEN KUMASI","","-"
"Grains And Legumes Development Board","GR/GLDB/GD/0002/2015","-","Restricted Tender","1","","Entity Tender Committee","40 (1)a - Proprietary","08th March, 2015","11th June, 2015","Ghana Cedi","Gh¢12684.00","SEFA AND JANE AGRO-CHEMICALS LTD","","P.O. BOX BP 342, BOHYEN KUMASI","","-"
"Ministry of Health","AR/KATH/GD/017/007/15","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","08th May, 2015","29th May, 2015","-","26821.60","HANISA MEDICAL SUPPORT SERVICES","","KUMASI","","-"
"Komfo Anokye Teaching Hospital","AR/KATH/GD/017/007/15","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","08th May, 2015","29th May, 2015","Ghana Cedi","Gh¢26821.60","HANISA MEDICAL SUPPORT SERVICES","","KUMASI","","-"
"Komfo Anokye Teaching Hospital","AR/KATH/GD/029/001/15","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","18th June, 2015","02nd July, 2015","Ghana Cedi","Gh¢195779.50","HANISA MEDICAL SUPPORT SERVICES","","KUMASI","","-"
"Komfo Anokye Teaching Hospital","AR/KATH/GD/017/006/15","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","08th May, 2015","29th May, 2015","Ghana Cedi","Gh¢144000.00","AGVAD GHANA LIMITED","","ACCRA","","-"
"Komfo Anokye Teaching Hospital","AR/KATH/GD/029/001/15","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","18th June, 2015","02nd July, 2015","Ghana Cedi","Gh¢168819.20","HANISA MEDICAL SUPPORT SERVICES","","KUMASI","","-"
"Komfo Anokye Teaching Hospital","AR/KATH/GD/029/001/15","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","18th June, 2015","02nd July, 2015","Ghana Cedi","Gh¢177391.90","HANISA MEDICAL SUPPORT SERVICES","","KUMASI","","-"
"Komfo Anokye Teaching Hospital","AR/KATH/GD/029/001/15","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","18th June, 2015","02nd July, 2015","Ghana Cedi","Gh¢143770.00","HANISA MEDICAL SUPPORT SERVICES","","KUMASI","","-"
"Komfo Anokye Teaching Hospital","AR/KATH/GD/029/001/15","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","18th June, 2015","02nd July, 2015","Ghana Cedi","Gh¢24675.24","HANISA MEDICAL SUPPORT SERVICES","","KUMASI","","-"
"Komfo Anokye Teaching Hospital","AR/KATH/GD/029/001/15","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","18th June, 2015","02nd July, 2015","Ghana Cedi","Gh¢53698.81","HANISA MEDICAL SUPPORT SERVICES","","KUMASI","","-"
"Komfo Anokye Teaching Hospital","AR/KATH/GD/029/001/15","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","18th June, 2015","02nd July, 2015","Ghana Cedi","Gh¢21020.63","HANISA MEDICAL SUPPORT SERVICES","","KUMASI","","-"
