"Awarding Agency:","Tender Package No:","Tender Type:","Contract Type:","Lot #:","Tender Description:","Approval Auth:","Justification:","Contract Date:","Delivery / Completion Date:","Contract Currency:","Contract Award Price:","Contract Awarded To:","Company Email:","Company Address:","Company Tel:","Supplier #:"
"Ghana Civil Aviation Authority","GR/GCAA/GD/0052/2023","-","Single Sourced","2","PROCUREMENT OF TONERS UNDER THE FRAMEWORK AGREEMENT. (LOT 2)","Entity Tender Committee","40 (1)b - Urgency","27th November, 2023","27th November, 2025","Ghana Cedi","Gh¢300000.00","OMAN FOFOR TRADING COMPANY LTD","sales@omanfofor.com","P.O.BOX 7101ACCRA-NORTHACCRA","0244147815","-"
"Ghana Civil Aviation Authority","GR/GCAA/GD/0052/2023","-","Single Sourced","1","PROCUREMENT OF TONERS UNDER THE FRAMEWORK AGREEMENT. (LOT 1)","Entity Tender Committee","40 (1)b - Urgency","27th November, 2023","27th November, 2025","Ghana Cedi","Gh¢700000.00","ATLANTIC COMPUTERS & ELECTRONICS LTD.","","","","-"
"Ghana Technical and Vocational Education and Training (TVET)","TVET/DG/2024/PROC/VOL.1/0001","-","Single Sourced","1","Certificate I and II Clerical","PPA Board","40 (1)d - Standardization/Compatibility/Limited Size","31st January, 2024","29th March, 2024","Ghana Cedi","Gh¢368138.00","ALMIGHTY PRINTING PRESS","","","","-"
"Ghana Technical and Vocational Education and Training (TVET)","TVET/DG/2024/PROC/VOL.1/0015","-","Single Sourced","4","Direct Access Online Information Services","PPA Board","Section 90 (3) (c)","02nd February, 2024","21st February, 2024","Ghana Cedi","Gh¢4982550.13","VATEBRA LIMITED","","","","-"
"National Insurance Commission","GR/NIC/GD/001/2023","-","Single Sourced","1","Supply and Delivery of 4 Nos Service Vehicles","Entity Tender Committee","40 (1)d - Standardization/Compatibility/Limited Size","02nd March, 2023","23rd March, 2023","Ghana Cedi","Gh¢4160000.00","AUTODREAM LIMITED","","","","-"
"National Insurance Commission","GR/NIC/GD/001/2023","-","Single Sourced","1","Supply and Delivery of 4 Nos Service Vehicles","Entity Tender Committee","40 (1)d - Standardization/Compatibility/Limited Size","02nd March, 2023","23rd March, 2023","Ghana Cedi","Gh¢4160000.00","AUTODREAM LIMITED","","","","-"
"North Dayi District Assembly","VR/NDDA/SS/WKS/001/23","-","Single Sourced","1","Renovation of Botoku Clinic","PPA Board","40 (1)c - National Emergency / Catastrophic Event","14th February, 2024","31st December, 2024","Ghana Cedi","Gh¢1500000.00","Hawthorn and Aster Limited","0","29 Wawa Avenue, Near LEKMA Office, Teshie-Nungua","203666777","-"
"Ghana Cocoa Board","GCB/PD/FARMERSDAY/2023/04","-","Single Sourced","1","Supply Agreement for STIHL Motorized Spraying Machines (103 Units)","PPA Board","40 (1)a - Proprietary","22nd December, 2023","29th December, 2023","Ghana Cedi","Gh¢463500.00","C.WOERMANN GHANA LIMITED","","","","-"
"Ghana Cocoa Board","GCB/PD/PERT/KELIK.POTA/01/B/2023","-","Single Sourced","1","Supply agreement for Kelik Potassium Foliar Fertilizer","ETC/PPA","40 (1)a - Proprietary","29th February, 2024","29th May, 2024","USA Dollar","$2000000.00","AGROMONTI COMPANY LIMITED","","","","-"
"Ghana Cocoa Board","GCB/PD/FERT/COCOACHAMP/02/2023 (AD)","-","Single Sourced","1","Supply Agreement for Cocoa Champion Foliar Fertilizer","ETC/PPA","40 (1)a - Proprietary","15th March, 2024","14th June, 2024","USA Dollar","$2000000.00","RICSAGE GHANA LIMITED","","","","-"
"Ghana Cocoa Board","GCB/PD/LIFERT/COSETFET/06/2023 (AD)","-","Single Sourced","1","Supply Agreement for Cocoaseft Foliar Fertilizer","ETC/PPA","40 (1)a - Proprietary","12th March, 2024","12th June, 2024","USA Dollar","$8200000.00","CHEMICO LIMITED","","","","-"
"Ministry of Food and Agriculture","MOFA/GIDA/GOG/SS/CS/2024/08","-","Single Sourced","1","Irrigation Program for Planting for Food and Jobs Phase 2 Initiative - Konadu Economic Enclave Irrigation Projects.","ETC/PPA","40 (1)b - Urgency","21st December, 2023","22nd December, 2026","Ghana Cedi","Gh¢935822666.11","Rann-Luuk Limited","0","P. O. Box BC 239, Burma Camp","0","-"
"Ministry of Food and Agriculture","MOFA/GIDA/GOG/SS/CS/2024/20","-","Single Sourced","1","Irrigation Program for Planting for Food and Jobs Phase 2 Initiative - Ataneata-Nkwantanang Ahinasi-Pitiku and Kumawu Economic Enclave Irrigation Projects.","ETC/PPA","40 (1)b - Urgency","21st December, 2023","22nd December, 2026","Ghana Cedi","Gh¢991022403.88","Camelitos Limited Company","0","P. O. Box CT 2466, Cantonments","0","-"
"Ministry of Food and Agriculture","MOFA/GIDA/GOG/SS/CS/2024/02","-","Single Sourced","1","Irrigation Program for Planting for Food and Jobs Phase 2 Initiative - Ekyeamanfrom and Atonsu Economic Enclave Irrigation Projects.","ETC/PPA","40 (1)b - Urgency","21st December, 2023","22nd December, 2026","Ghana Cedi","Gh¢864335419.86","GRUMAH TWINS COMPANY LIMITED","","","","-"
"Ministry of Finance","GR/MOF/TS/SC/03/2022","-","Single Sourced","1","Procurement of services in respect of Fortigate-1200D IPS, advanced malware protection (24x7) forticare plus application control,IPS,AV  web filtering and antispam fortisand box cloud","ETC/PPA","40 (1)b - Urgency","12th October, 2022","12th May, 2023","Ghana Cedi","Gh¢239784.95","Computer Information Systems (CIS) Ghana Limited","","Computer Information Systems (CIS) Ghana Limited 5 North Ridge Close, North Ridge, PMB CT 121, Accra, Ghana","","-"
"Atebubu College of Education","BE/ATECOE/GDS/016/24","-","Single Sourced","1","Specialized bunk beds and leather covered mattress","PPA Board","40 (1)b - Urgency","12th March, 2024","26th April, 2024","Ghana Cedi","Gh¢330000.00","NS&P Ghana Limited","UNKNOWN@GMAIL.COM","Box 506,Dansoman Accra","N/A","-"
"Foods and Drugs Authority","FDA/CSD/PSD/2021/A.12.9/RT-0052 (0111) (C01)","-","Single Sourced","1","1st Call-off for the Engagement an insurance firm for the provision of a comprehensive motor vehicle insurance and a third party liability cover for FDA's official vehicles","ETC/PPA","40 (1)b - Urgency","21st August, 2023","21st August, 2024","Ghana Cedi","Gh¢860359.59","VANGUARD ASSURANCE COMPANY LIMITED","","","","-"
"Foods and Drugs Authority","FDA/PSD/2023/A.9/SIS-0023 (CO1)","-","Single Sourced","1","1st Call-Off for the Procurement of Controlled Chemical Reference Standards from United States Pharmacopeia (USP) for the Centre for Laboratory Services and Research of the Food and Drugs Authority","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","09th March, 2023","09th March, 2024","Ghana Cedi","Gh¢87036.60","Mericom Construction (GH) Limited","0","P. O. Box, Accra","0","-"
"Foods and Drugs Authority","FDA/PSD/2023/A.9/SIS-0023 (CO2)","-","Single Sourced","2","Supply and Installation of Desktop Computers, Laptop Computers, and Accessories for the Food and Drugs Authority","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","20th March, 2023","20th March, 2023","Ghana Cedi","Gh¢3997247.28","Mericom Construction (GH) Limited","0","P. O. Box, Accra","0","-"
"Foods and Drugs Authority","FDA/PSD/2023/A.9/SIS-0023 (CO3)","-","Single Sourced","3","3rd Call-Off Supply and Installation of Desktop Computers, Laptop Computers, and Accessories for the Food and Drugs Authority","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","04th April, 2023","04th April, 2024","Ghana Cedi","Gh¢956346.82","Mericom Solutions (Gh) Limited","gasiedu@mericomghana.com","P. O. Box CO 819, Tema, Ghana","0208134311","-"
"Ministry of Health","MoH/2023/PSCD/COVID-19 AF3/DS/B.2.1/132/C01","-","Single Sourced","1","3. Procurement of Medical Equipment and Essential Medicine to Selected Health Facilities Across the Country.","PPA Board","40 (1)b - Urgency","14th November, 2023","12th May, 2024","USA Dollar","$2200000.00","Mess De-Kay Ventures","0","P. O. Box An 219, Kaneshie, Accra","0","-"
"Volta River Authority","VRA/PRD/SS/1022100251","-","Single Sourced","1","Standard 4x2 High Roof Mercedes Benz Sprinter Ambulance, Diesel. Single Source Approval received on 28/04/2021.","PPA Board","40 (1)b - Urgency","02nd June, 2021","27th October, 2021","Ghana Cedi","Gh¢1740000.00","LUXURY WORLD AUTOGROUP LIMITED","","","","-"
"Public Service Commission","PSC/GA/Cons/01/04","-","Single Sourced","1","","Entity Tender Committee","-","24th February, 2014","24th May, 2014","Ghana Cedi","Gh¢75000.00","Inter-Regional Bridge Group","","P. O. Box CT 5240 Cantonments Accra","","-"
"Volta River Authority","VRA/PRD/SS/1022100250","-","Single Sourced","1","Request for Approval to Single Source the Procurement of 4No. Mitsubishi Canter Trucks for the Volta River Authority. PPA Approved on 19/05/2021.","PPA Board","40 (1)b - Urgency","14th June, 2021","31st January, 2022","Ghana Cedi","Gh¢1214740.00","CFAO EQUIPMENT GHANA LIMITED","","","","-"
"Quality Control Company Limited","QCC/SS/DF/2023-2024/10","-","Single Sourced","2","CONTRACT FOR THE SUPPLY 100 UNITS OF MOTORIZED SOLO SPRAYING MACHINES","ETC/PPA","40 (1)b - Urgency","30th April, 2024","23rd July, 2024","Ghana Cedi","Gh¢555000.00","SOLO SPRAYERS COMPANY LIMITED","","","","-"
"Ghana Deposit Protection Corporation","GR/GDPC/TS/2024/048","-","Single Sourced","","To engage a firm to provide Back-up Internet Service/ Solutions for GDPC.","HEAD OF ENTITY","72 (5) (b) - Consultant / Urgency ( 40) (1) (b)","24th May, 2024","24th May, 2025","Ghana Cedi","Gh¢108072.40","COMSYS GHANA LIMITED","","","","-"
"Ministry of Health","MoH/2023/PSCD/COVID-19 AF3/DS/B.2.1/132/C01","-","Single Sourced","1","Procurement of Medical Equipment and Essential Medicine to Selected Health Facilities Across the Country.","PPA Board","40 (1)b - Urgency","14th November, 2023","12th May, 2024","USA Dollar","$2200000.00","A & Z Life Science Company","unknown@gmail.com","No.24 yellow Tall Street CFC Estate, Dome P. O. Box CT 9618, Accra, Ghana","0576541141","-"
"Ministry of Health","MoH/PSCD/COVID-19/AF3/DS/A.1.1/133/C01","-","Single Sourced","","Contract for the Supply of Probes (50 units) for Wisonic Ultrasound Machines","PPA Board","40 (1)b - Urgency","09th October, 2023","06th April, 2024","USA Dollar","$225000.00","PACIFIC DIAGNOSTICS LIMITED","","","","-"
"Ministry of Health","MoH/2023/PSCD/COVID-19 AF3/A.1.1/135","-","Single Sourced","1","Supply, installation and Training of Medical Equipment for the Ministry of Health Primary Health Facilities (CHPs Compound)","PPA Board","40 (1)b - Urgency","12th October, 2023","09th May, 2024","USA Dollar","$809125.00","BC MEDICALS LIMITED","unknown@gmail.com","P. O. Box GP 2330, Accra, Ghana","0265169152","-"
"Ghana Health Service","GHSHQ/2023/NMP/SS/06/C01","-","Single Sourced","1","EQA- Xpert MTB/RIF Ultra, EQA- Genotype MTBDR Plus, EQA - Genotype  MTBDR sl, EQA - Genotype MTBXDR","PPA Board","40 (1)a - Proprietary","14th March, 2023","09th May, 2023","USA Dollar","$118696.00","SMARTSPOT QUALITY (PTY) LIMITED","info@smartspot.com","P. O. BOX 456","0246734366","-"
"National Identification Authority","GR/NIA/GD/SS/0005A/2024","-","Single Sourced","","Supply and Installation of Software-Define Wide Area Network (SD-WAN)","PPA Board","40 (1)b - Urgency","21st March, 2024","16th May, 2024","Ghana Cedi","Gh¢11767737.50","INTERCOM PROGRAMMING AND MANUFACTURING COMPANY LIMITED( IPMC)","","","","-"
"National Identification Authority","GR/NIA/TS/0005/2023","-","Single Sourced","","Routine Preventive Maintenance, Service and Repairs of NIA Data Centre","PPA Board","40 (1)b - Urgency","05th October, 2023","05th October, 2025","Ghana Cedi","Gh¢2662671.46","INTERCOM PROGRAMMING AND MANUFACTURING COMPANY LIMITED( IPMC)","","","","-"
"Social Security and National Insurance Trust (SSNIT)","PM/SSA/239","-","Single Sourced","","The  Trust`s Oracle Premium Support License will expire 30th April, 2024,hence the need to renew it.","PPA Board","40 (1)d - Standardization/Compatibility/Limited Size","08th May, 2024","30th April, 2025","USA Dollar","$1138143.06","Oracle Software","0","0","0","-"
"Social Security and National Insurance Trust (SSNIT)","GR/SSNIT/GD/0045/2024","-","Single Sourced","","The Trust needs to restock toners for operational purposes.","PPA Board","40 (1)d - Standardization/Compatibility/Limited Size","08th May, 2024","30th August, 2024","Ghana Cedi","Gh¢1111728.00","EPHPHATHA GHANA LIMITED","","","","-"
"Social Security and National Insurance Trust (SSNIT)","PM/SSA/036/V.9/137","-","Single Sourced","","Provision of local support for Oracle Software Applications - Renewal","PPA Board","Section 90 (3) (c)","14th May, 2024","31st December, 2024","USA Dollar","$438840.00","INFONALIGY LIMITED","","","","-"
"Social Security and National Insurance Trust (SSNIT)","GR/SSNIT/GD/0031/2023","-","Single Sourced","","Renewal of Data Center Physical Infrastructure Support Contract (Accra & Koforidua)","PPA Board","40 (1)b - Urgency","03rd April, 2024","04th April, 2025","Ghana Cedi","Gh¢1105569.61","IPMC","","P. O. Box AN7617 Accra-North Accra","","-"
"Social Security and National Insurance Trust (SSNIT)","GR/SSNIT/GD/0002/2024","-","Single Sourced","","Supply of GAZEBOS and Display Stands for SEED Project","PPA Board","40 (1)d - Standardization/Compatibility/Limited Size","25th January, 2024","31st May, 2024","Ghana Cedi","Gh¢709126.43","SUPREME CONCEPT CO. LTD","","P. O. BOX KB 182 KORLE- BU, ACCRA","","-"
"Social Security and National Insurance Trust (SSNIT)","PM/SSA/374/4","-","Single Sourced","","Tenants at the Pension Tower are affected. There is the need to replace the damaged Air - conditioner.","PPA Board","40 (1)b - Urgency","26th March, 2024","30th April, 2024","Ghana Cedi","Gh¢125516.73","FLEXI-SPACE LIMITED","","","","-"
"Ministry of Health","MoH/2023/DS/A.1.1/05","-","Single Sourced","1","Supply of Personal Protective Equipment to the Ministry Health","PPA Board","40 (1)b - Urgency","12th April, 2023","18th October, 2023","USA Dollar","$447720.00","Aweco Group Ltd","0","P. O. Box YK1094-Accra","0","-"
"Ministry of Health","MoH/2023/DS/B.2.5/04","-","Single Sourced","1","Supply Of Infection Prevention Commodities (Paper Towel) for Ministry of Health Coronavirus (Covid-19) Emergency Preparedness Response Plan With Funding from the world Bank.","PPA Board","40 (1)b - Urgency","17th August, 2023","13th February, 2024","USA Dollar","$622421.00","EXP-Medical Systems Africa Limited","0","0","0","-"
"Ministry of Health","MoH/2023/DS/B.2.5/03","-","Single Sourced","1","Supply of Infection Prevention and Control Commodities (Multi-Purpose Liquid Soap) to the Ministry of Health.","PPA Board","40 (1)b - Urgency","21st April, 2023","18th October, 2023","USA Dollar","$715000.00","Aweco Group Ltd","0","P. O. Box YK1094-Accra","0","-"
"Ghana Communication Technology University (GCTU)","GR/GCTUGDS/032/2023","-","Single Sourced","1","Procurement Of Student Tables And Chairs","PPA Board","40 (1)b - Urgency","09th August, 2023","09th September, 2023","Ghana Cedi","Gh¢1104000.00","KINGDOM BOOKS AND STATIONERY LIMITED","","","","-"
"Ministry of Lands and Natural Resources","MLGRD/NALAG/PMC/RT/001/201239","-","Single Sourced","1","","Central Tender Review Committee","-","24th September, 2012","12th November, 2012","Ghana Cedi","Gh¢1900500.00","Delovely Company Limited","","P. O. Box 10602, Accra - North","","-"
"Community Water and Sanitation Agency","CWSA/RT/RSTWSSP/BAR/2014","-","Single Sourced","1","","ETC/PPA","-","02nd April, 2014","30th June, 2015","Ghana Cedi","Gh¢134272.00","PriceWaterHouse Coopers (PWC)","","No. 12 Airport City  Una House 3rd Floor PMB CT 42 Cantonments, Accra","","-"
"Ministry of Finance","GR/MFEP/GD/21/201","-","Single Sourced","1","","ETC/PPA","-","11th March, 2014","30th May, 2014","Ghana Cedi","Gh¢183546.19","Toyota Ghana Co. Limited","","P. O. Box 1644 Accra","","-"
"Ministry of Finance","GR/MFEP/GD/21/201","-","Single Sourced","1","","ETC/PPA","-","11th March, 2014","30th May, 2014","Ghana Cedi","Gh¢83683.80","Toyota Ghana Co. Limited","","P. O. Box 1644 Accra","","-"
"Ministry of Finance","GR/MFEP/GD/22/201","-","Single Sourced","1","","ETC/PPA","-","11th March, 2014","30th May, 2014","Ghana Cedi","Gh¢172800.00","Toyota Ghana Co. Limited","","P. O. Box 1644 Accra","","-"
"Ministry of Finance","GR/MFEP/GD/001/2013","-","Single Sourced","1","","Entity Tender Committee","-","02nd June, 2014","31st December, 2014","Ghana Cedi","Gh¢161547.50","SRC Consulting","","P. O. Box CT 361 Cantonments Accra","","-"
"Ministry of Finance","GR/MoF/GD/003/2014","-","Single Sourced","1","","Entity Tender Committee","-","04th April, 2014","30th June, 2014","Ghana Cedi","Gh¢32857.00","Ostenfield Enterprise","","P. O. Box 347, Teshie-Nungua, Accra","","-"
"Ministry of Health","MOH/2012/RT/B.2.10/28/C01","-","Single Sourced","1","","PPA/MTRC","-","10th October, 2012","10th January, 2012","Ghana Cedi","Gh¢271400.00","Yamens Press Limited","","P. O. Box AF 274, Adenta, Accra","","-"
"Ministry of Finance","GR/MoF/GD/003/2014","-","Single Sourced","1","","Entity Tender Committee","-","04th April, 2014","30th June, 2014","Ghana Cedi","Gh¢9599.75","Kevinola Enterprise Ltd.","","P.O.Box KA 16159 Acrra-Airport","","-"
"Ministry of Finance","GR/MoF/GD/002/2014","-","Single Sourced","1","","Entity Tender Committee","-","04th April, 2014","30th June, 2014","Ghana Cedi","Gh¢29225.00","Kingdom Books & Stationery","","P.O.BoX 187 C2, Tema","","-"
"Ministry of Finance","GR/MoF/GD/002/2014","-","Single Sourced","1","","Entity Tender Committee","-","04th April, 2014","30th June, 2014","Ghana Cedi","Gh¢26255.38","Lamsikany Limited","","P .O. Box GP 14574 Accra","","-"
"Ministry of Finance","GR/MoF/GD/004/2014","-","Single Sourced","1","","Ministerial Tender Review Committee","-","31st March, 2014","30th May, 2014","Ghana Cedi","Gh¢9341.25","Glofag Ltd.","","P.O.Box TT90 Tema","","-"
"Ministry of Finance","GR/MoF/GD/004/2014","-","Single Sourced","1","","Ministerial Tender Review Committee","-","31st March, 2014","30th May, 2014","Ghana Cedi","Gh¢16950.00","Cradle Information Systems","","P.O.Box 1 Dansoman-Accra","","-"
"Ministry of Finance","GR/MoF/GD/004/2014","-","Single Sourced","1","","Ministerial Tender Review Committee","-","31st March, 2014","30th May, 2014","Ghana Cedi","Gh¢3031.50","Rotsam Ghana Ltd.","","P.O.Box CO185 Tema","","-"
"Ministry of Finance","GR/MoF/GD/004/2014","-","Single Sourced","1","","Ministerial Tender Review Committee","-","31st March, 2014","30th May, 2014","Ghana Cedi","Gh¢30880.00","OMAN FOFOR TRADING CO. LTD.","","P.O. BOX AN 7101, ACCRA-NORTH","","-"
"Ministry of Finance","GR/MoF/GD/004/2014","-","Single Sourced","1","","Ministerial Tender Review Committee","-","31st March, 2014","30th May, 2014","Ghana Cedi","Gh¢5291.70","Kingdom Books & Stationery Ltd.","","P.O.Box 187 C2 Tema","","-"
"Ministry of Finance","GR/MoF/GD/004/2014","-","Single Sourced","1","","Ministerial Tender Review Committee","-","31st March, 2014","30th May, 2014","Ghana Cedi","Gh¢10777.59","Lamsikany Ltd","","P.O.Box GP 14574 Accra","","-"
"Korle Bu Teaching Hospital","GR/KBTH/RT/GDS/0018/2013","-","Single Sourced","1","","ETC/PPA","-","11th October, 2013","11th March, 2014","Ghana Cedi","Gh¢138600.00","Jab Ultimate Ventures Ltd","","P. O. Box OS 1257 Osu Accra","","-"
"Ministry of Lands and Natural Resources","GR/MLGRD/PG/VEH/RT/01/2012391","-","Single Sourced","1","","Central Tender Review Committee","-","21st December, 2012","18th January, 2013","Ghana Cedi","Gh¢1810000.00","STELIN AUTOMOTIVE & tRADING CO. LTD","","P. O. BOX 19941, ACCRA - NORTH","","-"
"Abakrampa Senior High Technical School","GR/MDS/GD/0031/2012","-","Single Sourced","1","","Entity Tender Committee","-","19th September, 2012","10th August, 2012","USA Dollar","$24900.00","JAPAN MOTORS TRADING CO. LTD","","P.O. BOX AN 5216 ACCRA -NORTH","","-"
"Ministry of Employment and Labour Relations","GR/MESW/GD/0019/2012","-","Single Sourced","1","","Entity Tender Committee","-","25th June, 2012","07th January, 2012","Ghana Cedi","Gh¢33950.00","BEACON CITY SERVICES GH. LTD","","P.O.BOX AN1567 ACCRA-NORTH","","-"
"National Lottery Authority","GR/NLA/WKS/003/2013","-","Single Sourced","1","","Entity Tender Committee","-","04th July, 2014","04th September, 2014","Ghana Cedi","Gh¢19132518.00","KANOF LIMITED","","KANOF LIMITED P.O BOX AN 19742 ACCRA","","-"
